job_title,normalized_title,job_description,completed_skills_list,llm_validated_skills_list,llm_removed_skills_list,llm_skill_reasons,recommended_skills_list,recommended_skill_source,llm_keep_rate
Clinical Laboratory Scientist,Research Scientist,"Applicants pending the completion of educational or certification/licensure requirements may be referred and tentatively selected but may not be hired until all requirements are met. Basic Requirements: United States Citizenship: Non-citizens may only be appointed when it is not possible to recruit qualified citizens in accordance with VA Policy. Education. A bachelor's degree or higher from an accredited college or university. Certification. Candidates must meet one of the certification options below. Generalist certification as an MLS given by ASCP BOC or AMT. Generalist certification as an MT given by ASCP BOR or AMT. Categorical certification or Specialist certification by ASCP or AMT NOTE: Categorical and specialist certifications are not acceptable for CLS Generalist positions or lab sections unrelated to the categorical or specialist certification held. Categorical or specialist certifications are acceptable for higher-graded positions within the relevant lab section or one of the non-section specific assignments (including, Ancillary Testing Coordinator, Education Coordinator, Laboratory Information Manager, Quality Manager, Laboratory Manager, Regional Technical Specialist, National Quality and Compliance Agent, Regional Program Manager, Regional Director, Laboratory Director, or National Quality and Compliance Officer). Exception for Non-Certified. Applicants who do not currently hold valid certification may be hired by VA and actively work toward their certification if they meet one of 4 the routes identified in Appendix A that makes them eligible to take the MLS certification exam through the ASCP BOC or the MLS certification exam through AMT Certification Agency. Non-Certified applicants who otherwise meet the eligibility requirements for licensure may be given a temporary appointment CLS under the authority of 38 U.S.C. § 7405(c)(2). Non-Certified individuals may only provide care under the supervision of a certified CLS at or above the Full Performance Level. Non-certified individuals may only be appointed at the entry level and may not be promoted/converted until certification is obtained. Temporary appointments of non-certified CLS may not be extended beyond 2 years or be converted to a new temporary appointment. Foreign Education. To be creditable, education completed outside the U.S. must be deemed at least equivalent to that gained in a conventional U.S. program by a private organization specializing in the interpretation of foreign educational credentials. Graduates of foreign baccalaureate degree programs meet the educational requirements if they meet either of the following: Foreign transcripts are evaluated by an acceptable evaluation agency, and the degree is found to be equivalent to a NAACLS-approved U.S. clinical laboratory science degree program. OR The applicant submits a letter from ASCP BOC or AMT stating the individual is eligible to take the certification examination. May qualify based on being covered by the Grandfathering Provision as described in the VA Qualification Standard for this occupation (only applicable to current VHA employees who are in this occupation and meet the criteria). Grade Determinations: Clinical Laboratory Scientist, GS-07. Experience. None beyond the basic requirements. Clinical Laboratory Scientist, GS-09. Experience or Education. Candidates at this level must meet one of the criteria below: Experience. 1 year of creditable experience equivalent to the next lower grade. OR Education. Master's degree or 2 academic years of progressively higher-level graduate education in medical technology or a directly related science. Assignment. An individual at this grade level serves as a developmental CLS. Knowledge, Skills, and Abilities. In addition to the experience or education above, the candidate must demonstrate the following KSAs: (a)Knowledge of policies and procedures of clinical laboratory testing. (b)Knowledge of laboratory quality control and quality assurance principles. (c)Knowledge of laboratory equipment and routine maintenance. (d)Ability to work as a team member and effectively complete assignments. (e)Ability to read and interpret written instructions. (f)Ability to accurately perform pre-analytical, analytical, and post-analytical phases of testing. Clinical Laboratory Scientist, GS-11 Experience or Education. Candidates at this level must meet one of the criteria below: Experience. 1 year of creditable experience equivalent to the next lower grade level. OR Education. Must have 3 full years of progressively higher-level graduate education or a Ph.D. or equivalent doctoral degree in medical technology or a directly related science. Knowledge, Skills, and Abilities. In addition to the experience or education above, the candidate must demonstrate the following KSAs: (a)Knowledge of professional clinical laboratory science principles, practices, concepts, and theories that support sound, independent work.(b)Knowledge of laboratory quality control and quality assurance procedures and principles of performance improvement. (c)Skill in informatics, laboratory data flow, and laboratory processes. (d)Ability to maintain, troubleshoot, and repair instrumentation. (e)Ability to use independent technical judgment to analyze and interpret laboratory results. (f)Ability to read, interpret, and apply complex written instructions. (g)Ability to communicate, consult, and interact with other members of the health care team, external relations, customer service, and patient education. Preferred Experience: Preferred experience will be determined by the service for the location in which you apply and will be discussed at the interview. Reference: For more information on this qualification standard, please visit https://www.va.gov/ohrm/QualificationStandards/. The full performance level of this vacancy is GS-11. The actual grade at which an applicant may be selected for this vacancy is in the range of GS-7 to GS-11 . Physical Requirements: Physical aspects associated with work required of this assignment are typical for the occupation, see Duties section for essential job duties of the position. May require standing, lifting, carrying, sitting, stooping, bending, puling, and pushing. May be required to wear personal protective equipment and undergo annual TB screening or testing as conditions of employment. Work Environment: Work is performed in an office/clinic setting with minimal risks that requires normal safety precautions; the area is adequately lighted, heated, and ventilated. However, the work environment requires someone with the ability to handle several tasks at once in sometimes stressful situations.",[],[],[],{},[],section9_not_llm_validated,
"Applied AI, Senior MLOps Engineer - NYC",MLOps Engineer,"About Mistral At Mistral AI, we believe in the power of AI to simplify tasks, save time, and enhance learning and creativity. Our technology is designed to integrate seamlessly into daily working life. We democratize AI through high-performance, optimized, open-source and cutting-edge models, products and solutions. Our comprehensive AI platform is designed to meet enterprise needs, whether on-premises or in cloud environments. Our offerings include le Chat, the AI assistant for life and work. …","['transformers', 'aws', 'python', 'docker', 'r']","['aws', 'python']","['docker', 'r', 'transformers']",{},"['aws', 'python', 'docker']",llm_validated_with_rescue,0.4
(Senior) Generative AI Engineer,AI Engineer,"Startdatum Wir suchen Dich ab sofort an einem unserer deutschen Standorte in München, Nürnberg, Leipzig, Berlin, Essen oder Frankfurt am Main ! Deine Aufgaben Data und AI sind Dein zu Hause? Des Weiteren gestaltet sich Deine neue Herausforderung wie folgt: Übernahme der fachlichen Verantwortung für die Betreuung und Entwicklung von Demonstratoren für unser Business Development Aktive Verfolgung aktueller Trends und Entwicklungen im Bereich Generative AI durch kontinuierliche Recherche und das E…","['rag', 'langchain']",['langchain'],['rag'],{},"['langchain', 'rag']",llm_validated_with_rescue,0.5
Senior Machine Learning Engineer,Machine Learning Engineer,"Location : We are flexible! Come and join us either in Hamburg, Berlin, Barcelona or Athens Freenow empowers smarter mobility decisions helping people to move freely and cities to thrive. The Freenow marketplace is a real-time, two-sided platform connecting riders and drivers. Its efficiency and scalability are powered by a sophisticated ecosystem of Machine Learning systems spanning key domains such as Pricing, Allocation, and Marketplace Fraud. In this role, you’ll help advance the state of t…","['kubernetes', 'computer vision']","['kubernetes', 'computer vision']",[],{},"['kubernetes', 'computer vision']",llm_validated_with_rescue,1.0
Coding Specialist (Fluent in German) - Freelance AI Trainer Project,AI Engineer,"Are you a coding expert fluent in German eager to shape the future of AI? Large‑scale language models are evolving from clever chatbots into powerful engines of scientific discovery. With high‑quality training data, tomorrow’s AI can democratize world‑class education, keep pace with cutting‑edge research, and streamline software development for engineers everywhere. That training data begins with you—we need your expertise to help power the next generation of AI. We’re looking for coding specia…","['rag', 'python', 'nlp']","['python', 'nlp']",['rag'],{},"['python', 'nlp']",llm_validated_with_rescue,0.6666666666666666
Lead AI Engineer,AI Engineer,"About Euphoric Euphoric builds AI-first employee benefits administration software for the world’s largest and most prestigious employers. Born out of Peppy Health — a fast-growing, category-defining Series B startup — we spun out in May 2025 to tackle a far bigger opportunity. Global employers spend $3–5 trillion on benefits every year. It’s their second-largest cost after payroll — yet the entire category is still running on legacy systems and outdated assumptions. The space is primed for tran…","['rag', 'python', 'computer vision']","['python', 'computer vision']",['rag'],{},"['python', 'computer vision']",llm_validated_with_rescue,0.6666666666666666
LLM Engineer (Offshore - INTL - India),LLM Engineer,"Job Description Insight Global is seeking an LLM Engineer to join our clients dynamic development team. This role is sitting remotely in India. This individual will enhance and expand a complex application, requiring strong communication skills and full-stack technical expertise. This role involves collaborating with global teams across multiple time zones (IST, UST, and other countries) and actively contributing to ongoing feature development. Key Responsibilities: -Enhance and expand a comple…","['nlp', 'rag', 'transformers', 'openai', 'spark']","['nlp', 'transformers', 'openai']","['rag', 'spark']",{},"['nlp', 'transformers', 'openai', 'rag']",llm_validated_with_rescue,0.6
Applied AI Engineer,AI Engineer,"Warp: We're Building the Platform for Agentic Development Warp began with the vision of reimagining one of the fundamental dev tools—the terminal—to make it more usable and powerful for all developers. As AI has advanced, Warp has evolved beyond its terminal roots into the platform for Agentic Development: a workbench for dispatching agents to code, deploy, and debug production software. With over 700k active developers and revenue that grew over 44x last year, Warp is now one of the fastest gr…","['aws', 'python', 'openai', 'fine-tuning', 'gcp', 'langchain', 'rag']","['aws', 'python', 'openai', 'langchain']","['fine-tuning', 'gcp', 'rag']",{},"['aws', 'python', 'openai', 'langchain', 'fine-tuning', 'gcp', 'rag']",llm_validated_with_rescue,0.5714285714285714
Startup-Full Stack AI Engineer-Build AI Glasses and More!,AI Engineer,"VP of Investor Relations (Remote, TX) — Lead the Narrative for a $1B Energy Innovator Powering Hyperscale Data Centers This Jobot Job is hosted by: John Armel Are you a fit? Easy Apply now by clicking the ""Apply"" button and sending us your resume. Salary: $250,000 - $300,000 per year A bit about us: Our client, a leading player in the Energy industry, is seeking an experienced and dynamic professional to join our executive team as the Vice President of Investor Relations. This role is pivotal i…","['rag', 'fine-tuning', 'azure', 'python']",['python'],"['azure', 'fine-tuning', 'rag']",{},['python'],llm_validated_with_rescue,0.25
AI Engineer with Security Clearance,AI Engineer,"Kforce has a client that is seeking an AI Engineer in Chantilly, VA. Responsibilities: * AI Engineer will design, train, fine-tune, and deploy AI/ML models (LLMs, embeddings, classification models, RAG pipelines) * Build secure, scalable APIs and services to integrate AI capabilities into business systems * Design and implement agentic AI workflows that coordinate multiple models or services to achieve mission objectives * Integrate retrieval-augmented generation (RAG) and agentic reasoning int…",['rag'],[],[],{},['rag'],original,0.0
Senior SaaS Cloud Capacity Engineer,DevOps Engineer,"Job Description What You'll Do  Capacity Engineering - Act as a strategic capacity partner, immersing in the end-to-end architecture and performance of SaaS production services. Ensure mission-critical workloads-including emerging agentic AI and MLOps pipelines -are forecasted, scaled, and optimized for OCI cloud capacity at enterprise scale.  Cost Engineering - Translate SaaS capacity architectures into cost models that improve efficiency year over year. Partner with Cost Engineers to drive do…","['azure', 'openai', 'python', 'rag']",['python'],"['azure', 'openai', 'rag']",{},"['python', 'azure', 'openai', 'rag']",llm_validated_with_rescue,0.25
Patent Examiner (Computer Engineering),AI Engineer,"BASIC REQUIREMENTS for all grade levels in this series include: A) (1) successfully completed a full four-year course of study in an accredited college or university leading to a bachelor's or higher degree in engineering, OR (2) a combination of qualifying education and experience. This can be demonstrated by one of the following: Professional registration--Current registration as a professional engineer by any state, the District of Columbia, Guam, or Puerto Rico. Written test--Evidence of passing the Engineer-in-Training (EIT) examination or the written test required for professional registration, administered by the Boards of Engineering Examiners in various states, the District of Columbia, Guam, and Puerto Rico. Specified academic courses--Successful completion of at least 60 semester hours in the physical, mathematical, and engineering sciences and including the courses specified in the basic requirements. The courses must be fully acceptable toward meeting the requirements of a professional engineering curriculum as described in paragraph A. Related curriculum--Successful completion of a curriculum leading to a bachelor's degree in engineering technology or in an appropriate professional field (for example, physics, chemistry, architecture, computer science, mathematics, hydrology, or geology) may be accepted in lieu of an engineering degree, provided the applicant has had at least one year of professional engineering experience with professional engineering supervision and guidance. The curriculum must: Be accredited by the Accreditation Board for Engineering and Technology (ABET) as a professional engineering curriculum; OR Include differential and integral calculus and courses (more advanced than first-year physics and chemistry) in five of the following seven areas: (a) statics, dynamics; (b) strength of materials (stress-strain relationships); (c) fluid mechanics, hydraulics; (d) thermodynamics; (e) electrical fields and circuits; (f) nature and properties of materials (relating to particle and aggregate structure to properties); or (g) any other comparable area of fundamental engineering science or physics such as optics, heat transfer, soil mechanics, or electronics. OR B) A combination of education and experience. This combination of college-level education, training, and/or technical experience must have furnished both: a thorough knowledge of the physical and mathematical sciences underlying professional engineering; AND a good understanding, both theoretical and practical, of the engineering sciences and techniques and their application to professional engineering. Applicants must also meet the additional requirements listed below. Applicants for the GS-7 position have many ways to qualify. In addition to the basic requirements as stated above, applicants may have A, B, C, D, or E listed below to qualify: (A) One year of graduate-level education from an accredited college and/or university in an engineering field of study. (B) Superior Academic Achievement. This can be defined by one of the following: Class standing--Upper third of the graduating class in the college, university, or major subdivision, such as the ""School of Engineering and Applied Science"" or ""College of Science and Technology"" based on completed courses. Grade point average (GPA) as recorded on the final transcript--3.0 or higher out of a possible 4.0 as recorded on the official transcript, or as computed based on four years of education, or as computed based on courses completed during the final two years of the curriculum; or 3.5 or higher out of a possible 4.0 based on the average of the required courses completed in the major field or the required courses in the major field completed during the final two years of the curriculum. The GPA is rounded to one decimal place (2.95 = 3.0 and 2.94 = 2.9). The final transcript must cover the period being used to determine the GPA. Honor society membership--Election to membership in a national scholastic honor society. Please review the list of qualified honor societies. (C) One year of specialized experience applying basic engineering, biological science, physics, or scientific principles, theories, concepts, and methodologies used in the evaluation of technology; assisting in the collection of and recognizing discrepancies in data. Examples of work include taking measurements and collecting information, learning to take proper samples, conducting routine calculations, checking of numerical data, preparing graphs and data profiles, and/or accomplishing routine analyses. (D) A combination of graduate level education that is less than 1 year and less than 1 year of specialized experience that together meet the qualification requirements for this position. (E) Successful completion of a 5-year program of study of at least 160 semester hours leading to a bachelor's degree in engineering. Applicants for the GS-9 position have many ways to qualify. In addition to the basic requirements as stated above, applicants may have A, B, C, D, or E listed below to qualify: (A) Two years of progressively higher-level graduate education leading to a master's degree or master's or equivalent graduate degree from an accredited college and/or university in an engineering field of study. (B) One year of specialized experience, interpreting and applying intermediate engineering, biological science, physics, scientific principles, theories, concepts, and methodologies used in the evaluation of technology; participating in planning and conducting research; applying appropriate references to the claimed invention; etc. Work experience would have involved following established methods and procedures, or detailed instructions; using some judgment in applying basic principles and procedures; and independently completing recurring assignments, but referring deviations, problems, and unfamiliar situations to a designated person for decision or help. (C) A combination of education and experience in college-level education, training, and/or technical experience. (D) A combination of successfully completed graduate-level education, as described above, that is beyond the first year of progressive graduate study, and professional experience, as described above. (E) A combination of superior academic achievement and 1 year of appropriate specialized experience. Applicants for the GS-11 position have many ways to qualify. In addition to the basic requirements as stated above, applicants may have A, B, or C listed below to qualify: (A) Three years of progressively higher-level graduate education leading to a Ph.D. degree or Ph.D. or equivalent doctoral degree from an accredited college and/or university in the fields of study as described. (B) At least one year of specialized experience: interpreting and applying advanced engineering and/or scientific principles, theories, concepts, and methodologies used in the evaluation of technology; or planning and conducting technical research to draft technical papers; or applying appropriate references and case law to claimed inventions. Experience may include independent responsibility for a well-defined study or for a phase of a larger study that required the planning and carrying out of routine (physics, engineer, biological, etc.) work (such as those who have PhDs). (C) A combination of successfully completed graduate-level education, that is beyond the second year of progressive graduate study, and professional experience, as described above.","['azure', 'pytorch', 'python', 'rag', 'aws', 'computer vision', 'gcp', 'hadoop']","['python', 'aws', 'computer vision']","['azure', 'gcp', 'hadoop', 'pytorch', 'rag']",{},"['python', 'aws', 'computer vision', 'azure', 'rag', 'gcp']",llm_validated_with_rescue,0.375
Senior Data Scientist,Data Scientist,"N26 has reimagined banking for today's digital world. Technology and design empower everything we do and it's how we are building the global banking platform the world loves to use. We've eliminated physical branches, paperwork, and hidden fees for an elegant digital experience and supreme savings. Giving people the power to live and bank their way is what gets us out of bed in the morning and inspires the work that we do. We are headquartered in Berlin with offices in multiple cities across Eu…","['r', 'nlp', 'computer vision', 'azure']","['r', 'nlp', 'computer vision', 'azure']",[],{},"['r', 'nlp', 'computer vision', 'azure']",llm_validated_with_rescue,1.0
"Research Scientist, LLM Agents (Foundational Research)",LLM Engineer,"Are you a curious and open-minded individual with an interest in conducting state-of-theart foundational machine learning research? Thomson Reuters Labs is seeking Research Scientists with a passion for building complex agent-based AI systems in a data-rich, complex academic environment driven by real-world problems. Foundational Research is the dedicated core Machine Learning research division of Thomson Reuters. We are focused on research and development, with a particular focus on advanced a…","['transformers', 'nlp', 'rag', 'fine-tuning', 'spark']","['transformers', 'nlp', 'fine-tuning']","['rag', 'spark']",{},"['transformers', 'nlp', 'fine-tuning', 'rag']",llm_validated_with_rescue,0.6
AI Research Scientist - Language - MRS AI,Research Scientist,"Summary: The MRS AI Knowledge team is at the forefront of innovation in content understanding, user understanding, retrieval, and ranking. As a key driver of Meta's app growth, we are committed to revolutionizing recommendation systems by leveraging the latest advancements in AI, including Large Language Models (LLMs) and generative AI. We're dedicated to pushing the boundaries of recommendation systems to deliver exceptional user experiences across Facebook, Instagram, Threads, and more. Requi…","['r', 'computer vision']","['r', 'computer vision']",[],{},"['r', 'computer vision']",llm_validated_with_rescue,1.0
"Lead Engineer, Engineering Productivity",AI Engineer,"This is a Lead Engineer, Engineering Productivity role with Neara based in Sydney, NSW, AU  Neara  Role Seniority - senior More about the Lead Engineer, Engineering Productivity role at Neara Neara is a high-growth technology company, backed by some of the world’s leading venture capital and private equity investors, including EQT and Partners Group. Neara has developed a software platform that builds sophisticated, engineering-grade 3D digital models of critical infrastructure, delivered under…","['rag', 'python', 'azure', 'openai', 'nlp']","['python', 'azure', 'nlp']","['openai', 'rag']",{},"['python', 'azure', 'nlp']",llm_validated_with_rescue,0.6
Research Scientist,Research Scientist,"Waabi, founded by AI visionary Raquel Urtasun, is the leader in Physical AI. With a world-class team, we're unlocking the next era of autonomous transportation with technology that's powering commercial autonomous trucks and robotaxis. Waabi is backed by and partners with world leaders in AI, automotive, logistics, and deep tech. With offices in Toronto, San Francisco, Dallas, and Pittsburgh, Waabi is growing quickly and looking for diverse, innovative and collaborative candidates who want to i…","['computer vision', 'r', 'transformers', 'openai']","['r', 'transformers', 'openai']",['computer vision'],{},"['r', 'transformers', 'openai', 'computer vision']",llm_validated_with_rescue,0.75
Machine Learning Engineer PyTorch LLM,LLM Engineer,"Machine Learning Engineer (PyTorch LLM) London onsite to £110k Do you have expertise with Machine Learning in production? You could be progressing your career at a London based tech start-up with £5 million in recent pre-seed funding, in an impactful role that you'll shape. The product is an AI agentic based platform that writes production grade code. As a Machine Learning Engineer you'll take open-source LLMs (code and general models) and turn them into high-performance software engineer agent…",['pytorch'],[],[],{},['pytorch'],original,0.0
Data Scientist,Data Scientist,"ABOUT US: LSEG (London Stock Exchange Group) is more than a diversified global financial markets infrastructure and data business. We are dedicated, open-access partners with a dedication to excellence in delivering the services our customers expect from us. With extensive experience, deep knowledge and worldwide presence across financial markets, we enable businesses and economies around the world to fund innovation, manage risk and create jobs. It’s how we’ve contributed to supporting the fin…","['aws', 'python', 'r', 'spark']","['aws', 'python', 'r']",['spark'],{},"['aws', 'python', 'r']",llm_validated_with_rescue,0.75
Machine Learning Engineer (PhD Intern),Machine Learning Engineer,"We're transforming the grocery industry At Instacart, we invite the world to share love through food because we believe everyone should have access to the food they love and more time to enjoy it together. Where others see a simple need for grocery delivery, we see exciting complexity and endless opportunity to serve the varied needs of our community. We work to deliver an essential service that customers rely on to get their groceries and household goods, while also offering safe and flexible …","['computer vision', 'r', 'rag', 'nlp']","['computer vision', 'r', 'nlp']",['rag'],{},"['computer vision', 'r', 'nlp']",llm_validated_with_rescue,0.75
Precision Medicine Data Lead,Data Scientist,"About The Job At Alignerr, we partner with the world’s leading AI research teams and labs to build and train cutting-edge AI models. As a Precision Medicine Data Lead, you will guide how complex healthcare and genomic data is brought together, governed, and transformed into insights that enable personalized treatment strategies and advanced clinical research. Organization : Alignerr Position : Precision Medicine Data Lead Type : Hourly Contract Compensation : $40–$80 /hour Location : Remote Com…","['nlp', 'r', 'gcp', 'computer vision', 'python']","['gcp', 'computer vision', 'python']","['nlp', 'r']",{},"['gcp', 'computer vision', 'python', 'r']",llm_validated_with_rescue,0.6
Machine Learning Engineer (PhD Intern),Machine Learning Engineer,"We're transforming the grocery industry At Instacart, we invite the world to share love through food because we believe everyone should have access to the food they love and more time to enjoy it together. Where others see a simple need for grocery delivery, we see exciting complexity and endless opportunity to serve the varied needs of our community. We work to deliver an essential service that customers rely on to get their groceries and household goods, while also offering safe and flexible …","['computer vision', 'r', 'rag', 'nlp']","['computer vision', 'r', 'nlp']",['rag'],{},"['computer vision', 'r', 'nlp']",llm_validated_with_rescue,0.75
Data Scientist,Data Scientist,"Are you an experienced, passionate pioneer in technology who wants to work in a collaborative environment? As an experienced AI Engineer you will have the ability to share new ideas and collaborate on projects as a consultant without the extensive demands of travel. If so, consider an opportunity with Deloitte under our Project Delivery Talent Model. Project Delivery Model (PDM) is a talent model that is tailored specifically for long-term, onsite client service delivery. Work you'll do/Respons…","['r', 'python', 'azure', 'computer vision', 'nlp']","['python', 'azure', 'computer vision', 'nlp']",['r'],{},"['python', 'azure', 'computer vision', 'nlp', 'r']",llm_validated_with_rescue,0.8
"AI Research Intern, 2026 Summer Australia",AI Engineer,"This is a AI Research Intern, 2026 Summer Australia role with Atlassian based in Barangaroo, NSW, AU  Atlassian  Role Seniority - intern More about the AI Research Intern, 2026 Summer Australia role at Atlassian Working at Atlassian Atlassians can choose where they work – whether in an office, from home, or a combination of the two. That way, Atlassians have more control over supporting their family, personal goals, and other priorities. We can hire people in any country where we have a legal e…","['python', 'azure', 'aws', 'gcp', 'nlp']","['python', 'nlp']","['aws', 'azure', 'gcp']",{},"['python', 'nlp']",llm_validated_with_rescue,0.4
Data Scientist,Data Scientist,"Job Description Job Description We are looking for an experienced Data Scientist for our client. This is a permanent position that is completely remote! Our client is a fintech company based out of Vancouver You Have: 3 - 5 Years experience working in Data Engineering/Data Science utilizing R (purrr, tidyr, dplyr, tibble, & the tidyverse) Strong analytical skills working with unstructured data sets Knowledge of relational (PostgreSQL, MySQL, etc.) and non-relational databases (including MongoDB…",['r'],[],[],{},['r'],original,0.0
Lead AI Engineer - Insurance,AI Engineer,"Title: Lead AI Engineer - Insurance Location: London (Hybrid Working) Salary: £100,000 - £130,000 DOE  Package Industry: Insurance A leading UK insurer is seeking a Lead AI Engineer to play a pivotal role in scaling enterprise AI across underwriting, claims and customer operations. With multiple AI use cases already live across the business, this role will focus on advancing production-grade AI capability, particularly across Generative AI and NLP, ensuring measurable commercial impact and scal…",['nlp'],[],[],{},['nlp'],original,0.0
Freelance Data Science Engineer (Python & SQL),Data Scientist,"This opportunity is only for candidates currently residing in the specified country. Your location may affect eligibility and rates. Please submit your resume in English and indicate your level of English proficiency. At Mindrift , innovation meets opportunity. We believe in using the power of collective intelligence to ethically shape the future of AI. What we do The Mindrift platform connects specialists with AI projects from major tech innovators. Our mission is to unlock the potential of Ge…","['database management systems', 'python']",[],[],{},"['database management systems', 'python']",original,0.0
Senior Software Engineer (AI Voice Agents),Software Engineer,"Who are Heidi? Heidi is building an AI Care Partner that supports clinicians every step of the way, from documentation to delivery of care. We exist to double healthcare’s capacity while keeping care deeply human. In 18 months, Heidi has returned more than 18 million hours to clinicians and supported over 73 million patient visits. Today, more than two million patient visits each week are powered by Heidi across 116 countries and over 110 languages. Founded by clinicians, Heidi brings together …","['python', 'kubernetes', 'rag', 'aws']","['python', 'kubernetes']","['aws', 'rag']",{},"['python', 'kubernetes', 'rag']",llm_validated_with_rescue,0.5
AI Engineer,AI Engineer,"A leading company in Mexico specializing in accounting software is looking for a highly skilled AI Engineer to join the team. REQUIREMENTS: 5 years of experience in artificial intelligence projects and 2 years in the implementation of autonomous agents or co-pilots. Fluent technical English. Experience working with business data in domains such as accounting, finance, payroll, billing, or ERP. Experience working with vector stores (Chroma, Weaviate, Pinecone) and RAG architectures. KNOWLEDGE AN…",['rag'],[],[],{},['rag'],original,0.0
